From	Entry	Entry Name	Protein names	Gene Names
SIRT1	Q96EB6	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1
SIRT2	Q8IXJ6	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2
SIRT3	Q9NTG7	SIR3_HUMAN	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	SIRT3 SIR2L3
SIRT4	Q9Y6E7	SIR4_HUMAN	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein biotinylase sirtuin-4) (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)	SIRT4 SIR2L4
SIRT5	Q9NXA8	SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5
SIRT6	Q8N6T7	SIR6_HUMAN	NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6)	SIRT6 SIR2L6
SIRT7	Q9NRC8	SIR7_HUMAN	NAD-dependent protein deacetylase sirtuin-7 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-7) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7)	SIRT7 SIR2L7
SKA1	Q96BD8	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	SKA1 C18orf24
SKA3	Q8IX90	SKA3_HUMAN	Spindle and kinetochore-associated protein 3	SKA3 C13orf3 RAMA1
SKAP2	O75563	SKAP2_HUMAN	Src kinase-associated phosphoprotein 2 (Pyk2/RAFTK-associated protein) (Retinoic acid-induced protein 70) (SKAP55 homolog) (SKAP-55HOM) (SKAP-HOM) (Src family-associated phosphoprotein 2) (Src kinase-associated phosphoprotein 55-related protein) (Src-associated adapter protein with PH and SH3 domains)	SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R
SKI	P12755	SKI_HUMAN	Ski oncogene (Proto-oncogene c-Ski)	SKI
SKIV2L	Q15477	SKI2_HUMAN	Superkiller complex protein 2 (Ski2) (EC 3.6.4.13) (Helicase-like protein) (HLP)	SKIC2 DDX13 SKI2W SKIV2 SKIV2L W
SKIV2L2	P42285	MTREX_HUMAN	Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)	MTREX DOB1 KIAA0052 MTR4 SKIV2L2
SKP1	P63208	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L
SKP2	Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1
SLA2	Q9H6Q3	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2
SLAIN2	Q9P270	SLAI2_HUMAN	SLAIN motif-containing protein 2	SLAIN2 KIAA1458
SLAMF6	Q96DU3	SLAF6_HUMAN	SLAM family member 6 (Activating NK receptor) (NK-T-B-antigen) (NTB-A) (CD antigen CD352)	SLAMF6 KALI UNQ6123/PRO20080
SLBP	Q14493	SLBP_HUMAN	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	SLBP HBP
SLC11A2	P49281	NRAM2_HUMAN	Natural resistance-associated macrophage protein 2 (NRAMP 2) (Divalent cation transporter 1) (Divalent metal transporter 1) (DMT-1) (Solute carrier family 11 member 2)	SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20
SLC12A2	P55011	S12A2_HUMAN	Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2)	SLC12A2 NKCC1
SLC12A4	Q9UP95	S12A4_HUMAN	Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1)	SLC12A4 KCC1
SLC12A6	Q9UHW9	S12A6_HUMAN	Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)	SLC12A6 KCC3
SLC12A7	Q9Y666	S12A7_HUMAN	Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4)	SLC12A7 KCC4
SLC12A9	Q9BXP2	S12A9_HUMAN	Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3)	SLC12A9 CCC6 CIP1
SLC16A1	P53985	MOT1_HUMAN	Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1)	SLC16A1 MCT1
SLC17A5	Q9NRA2	S17A5_HUMAN	Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT)	SLC17A5
SLC18A2	Q05940	VMAT2_HUMAN	Synaptic vesicular amine transporter (Monoamine transporter) (Solute carrier family 18 member 2) (Vesicular amine transporter 2) (VAT2)	SLC18A2 SVMT VMAT2
SLC18B1	Q6NT16	S18B1_HUMAN	MFS-type transporter SLC18B1 (Solute carrier family 18 member B1) (Vesicular polyamine transporter) (VPAT)	SLC18B1 C6orf192
SLC19A1	P41440	S19A1_HUMAN	Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1)	SLC19A1 FLOT1 RFC1
SLC1A3	P43003	EAA1_HUMAN	Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	SLC1A3 EAAT1 GLAST GLAST1
SLC1A4	P43007	SATT_HUMAN	Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)	SLC1A4 ASCT1 SATT
SLC1A5	Q15758	AAAT_HUMAN	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	SLC1A5 ASCT2 M7V1 RDR RDRC
SLC20A1	Q8WUM9	S20A1_HUMAN	Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1)	SLC20A1 GLVR1 PIT1
SLC22A18	Q96BI1	S22AI_HUMAN	Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A)	SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5
SLC25A1	P53007	TXTP_HUMAN	Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)	SLC25A1 SLC20A3
SLC25A10	Q9UBX3	DIC_HUMAN	Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10)	SLC25A10 DIC
SLC25A11	Q02978	M2OM_HUMAN	Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)	SLC25A11 SLC20A4
SLC25A12	O75746	S2512_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Araceli hiperlarga) (Aralar) (Aralar1) (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)	SLC25A12 AGC1 ARALAR1
SLC25A13	Q9UJS0	S2513_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	SLC25A13
SLC25A15	Q9Y619	ORNT1_HUMAN	Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15)	SLC25A15 ORC1 ORNT1 SP1855
SLC25A17	O43808	PM34_HUMAN	Peroxisomal membrane protein PMP34 (34 kDa peroxisomal membrane protein) (Solute carrier family 25 member 17)	SLC25A17 PMP34
SLC25A19	Q9HC21	TPC_HUMAN	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial thiamine pyrophosphate transporter) (MTPPT) (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)	SLC25A19 DNC MUP1
SLC25A20	O43772	MCAT_HUMAN	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (CACT) (Solute carrier family 25 member 20)	SLC25A20 CAC CACT
SLC25A21	Q9BQT8	ODC_HUMAN	Mitochondrial 2-oxodicarboxylate carrier (ODC) (Mitochondrial 2-oxoadipate carrier) (Solute carrier family 25 member 21)	SLC25A21 ODC
SLC25A22	Q9H936	GHC1_HUMAN	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22 GC1
SLC25A24	Q6NUK1	SCMC1_HUMAN	Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24)	SLC25A24 APC1 MCSC1 SCAMC1
SLC25A25	Q6KCM7	SCMC2_HUMAN	Mitochondrial adenyl nucleotide antiporter SLC25A25 (Mitochondrial ATP-Mg/Pi carrier protein 3) (Mitochondrial Ca(2+)-dependent solute carrier protein 3) (Short calcium-binding mitochondrial carrier protein 2) (SCaMC-2) (Solute carrier family 25 member 25)	SLC25A25 APC3 KIAA1896 MCSC3 SCAMC2 UNQ549/PRO1106
SLC25A3	Q00325	S25A3_HUMAN	Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)	SLC25A3 PHC OK/SW-cl.48
SLC25A32	Q9H2D1	S2532_HUMAN	Solute carrier family 25 member 32 (Mitochondrial FAD transporter)	SLC25A32 MFT MFTC
SLC25A33	Q9BSK2	S2533_HUMAN	Solute carrier family 25 member 33 (Bone marrow stromal cell mitochondrial carrier protein) (BMSC-MCP) (HuBMSC-MCP) (Protein PNC1)	SLC25A33
SLC25A36	Q96CQ1	S2536_HUMAN	Solute carrier family 25 member 36	SLC25A36
SLC25A37	Q9NYZ2	MFRN1_HUMAN	Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37)	SLC25A37 MFRN MSCP HT015
SLC25A4	P12235	ADT1_HUMAN	ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)	SLC25A4 AAC1 ANT1
SLC25A40	Q8TBP6	S2540_HUMAN	Probable mitochondrial glutathione transporter SLC25A40 (Mitochondrial carrier family protein) (Solute carrier family 25 member 40)	SLC25A40 MCFP
SLC25A42	Q86VD7	S2542_HUMAN	Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)	SLC25A42
SLC25A46	Q96AG3	S2546_HUMAN	Mitochondrial outer membrane protein SLC25A46 (Solute carrier family 25 member 46)	SLC25A46 TB1
SLC25A48	Q6ZT89	S2548_HUMAN	Solute carrier family 25 member 48	SLC25A48
SLC25A5	P05141	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	SLC25A5 AAC2 ANT2
SLC25A51	Q9H1U9	S2551_HUMAN	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 (Mitochondrial NAD(+) transporter SLC25A51) (Mitochondrial carrier triple repeat protein 1) (Solute carrier family 25 member 51)	SLC25A51 MCART1
SLC25A6	P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	SLC25A6 AAC3 ANT3 CDABP0051
SLC27A2	O14975	S27A2_HUMAN	Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS
SLC27A4	Q6P1M0	S27A4_HUMAN	Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-)	SLC27A4 ACSVL4 FATP4
SLC28A2	O43868	S28A2_HUMAN	Sodium/nucleoside cotransporter 2 (Concentrative nucleoside transporter 2) (CNT 2) (hCNT2) (Na(+)/nucleoside cotransporter 2) (Sodium-coupled nucleoside transporter 2) (Sodium/purine nucleoside co-transporter) (SPNT) (Solute carrier family 28 member 2)	SLC28A2 CNT2
SLC29A1	Q99808	S29A1_HUMAN	Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)	SLC29A1 ENT1
SLC29A2	Q14542	S29A2_HUMAN	Equilibrative nucleoside transporter 2 (hENT2) (36 kDa nucleolar protein HNP36) (Delayed-early response protein 12) (Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter) (Equilibrative NBMPR-insensitive nucleoside transporter) (Hydrophobic nucleolar protein, 36 kDa) (Nucleoside transporter, ei-type) (Solute carrier family 29 member 2)	SLC29A2 DER12 ENT2 HNP36
SLC29A3	Q9BZD2	S29A3_HUMAN	Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3)	SLC29A3 ENT3 UNQ717/PRO1380
SLC2A1	P11166	GTR1_HUMAN	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	SLC2A1 GLUT1
SLC2A14	Q8TDB8	GTR14_HUMAN	Solute carrier family 2, facilitated glucose transporter member 14 (Glucose transporter type 14) (GLUT-14)	SLC2A14 GLUT14
SLC2A3	P11169	GTR3_HUMAN	Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)	SLC2A3 GLUT3
SLC30A1	Q9Y6M5	ZNT1_HUMAN	Proton-coupled zinc antiporter SLC30A1 (Solute carrier family 30 member 1) (Zinc transporter 1)	SLC30A1 ZNT1
SLC30A5	Q8TAD4	ZNT5_HUMAN	Proton-coupled zinc antiporter SLC30A5 (Solute carrier family 30 member 5) (Zinc transporter 5) (ZnT-5) (ZnT-like transporter 1) (hZTL1)	SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879
SLC30A6	Q6NXT4	ZNT6_HUMAN	Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6)	SLC30A6 ZNT6
SLC30A7	Q8NEW0	ZNT7_HUMAN	Zinc transporter 7 (ZnT-7) (Solute carrier family 30 member 7) (Znt-like transporter 2)	SLC30A7 ZNT7 ZNTL2
SLC30A9	Q6PML9	ZNT9_HUMAN	Proton-coupled zinc antiporter SLC30A9, mitochondrial (Human embryonic lung protein) (HuEL) (Solute carrier family 30 member 9) (Zinc transporter 9) (ZnT-9)	SLC30A9 C4orf1 HUEL
SLC31A1	O15431	COPT1_HUMAN	High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form]	SLC31A1 COPT1 CTR1
SLC33A1	O00400	ACATN_HUMAN	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)	SLC33A1 ACATN AT1
SLC35A2	P78381	S35A2_HUMAN	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)	SLC35A2 UGALT UGT UGTL
SLC35A4	L0R6Q1	S35U4_HUMAN	SLC35A4 upstream open reading frame protein	SLC35A4
SLC35A4	Q96G79	S35A4_HUMAN	Probable UDP-sugar transporter protein SLC35A4 (Solute carrier family 35 member A4)	SLC35A4
SLC35B1	P78383	S35B1_HUMAN	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	SLC35B1 UGTREL1
SLC35B2	Q8TB61	S35B2_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2)	SLC35B2 PAPST1 PSEC0149
SLC35E1	Q96K37	S35E1_HUMAN	Solute carrier family 35 member E1	SLC35E1 PSEC0038
SLC35F2	Q8IXU6	S35F2_HUMAN	Solute carrier family 35 member F2	SLC35F2
SLC35F6	Q8N357	S35F6_HUMAN	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	SLC35F6 C2orf18 UNQ3047/PRO9863
SLC36A1	Q7Z2H8	S36A1_HUMAN	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)	SLC36A1 PAT1
SLC37A4	O43826	G6PT1_HUMAN	Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	SLC37A4 G6PT G6PT1 PRO0685 TRG19
SLC38A1	Q9H2H9	S38A1_HUMAN	Sodium-coupled neutral amino acid symporter 1 (Amino acid transporter A1) (N-system amino acid transporter 2) (Solute carrier family 38 member 1) (System A amino acid transporter 1) (System N amino acid transporter 1)	SLC38A1 ATA1 NAT2 SAT1 SNAT1
SLC38A10	Q9HBR0	S38AA_HUMAN	Solute carrier family 38 member 10 (Amino acid transporter SLC38A10)	SLC38A10 PP1744
SLC38A2	Q96QD8	S38A2_HUMAN	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Protein 40-9-1) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2
SLC38A5	Q8WUX1	S38A5_HUMAN	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	SLC38A5 JM24 SN2 SNAT5 PP7194
SLC38A9	Q8NBW4	S38A9_HUMAN	Neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	SLC38A9 URLC11
SLC39A1	Q9NY26	S39A1_HUMAN	Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1)	SLC39A1 IRT1 ZIP1 ZIRTL CGI-08 CGI-71
SLC39A10	Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10)	SLC39A10 KIAA1265 ZIP10
SLC39A14	Q15043	S39AE_HUMAN	Metal cation symporter ZIP14 (LIV-1 subfamily of ZIP zinc transporter 4) (LZT-Hs4) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)	SLC39A14 KIAA0062 ZIP14
SLC39A3	Q9BRY0	S39A3_HUMAN	Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3) (ZIP-3)	SLC39A3 ZIP3
SLC39A7	Q92504	S39A7_HUMAN	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)	SLC39A7 HKE4 RING5
SLC3A2	P08195	4F2_HUMAN	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	SLC3A2 MDU1
SLC40A1	Q9NP59	S40A1_HUMAN	Solute carrier family 40 member 1 (Ferroportin-1) (Iron-regulated transporter 1)	SLC40A1 FPN FPN1 IREG1 SLC11A3 MSTP079
SLC41A3	Q96GZ6	S41A3_HUMAN	Solute carrier family 41 member 3	SLC41A3
SLC43A1	O75387	LAT3_HUMAN	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	SLC43A1 LAT3 PB39 POV1
SLC43A3	Q8NBI5	S43A3_HUMAN	Equilibrative nucleobase transporter 1 (Protein FOAP-13) (Solute carrier family 43 member 3)	SLC43A3 ENBT1 PSEC0252
SLC44A2	Q8IWA5	CTL2_HUMAN	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	SLC44A2 CTL2 PSEC0210
SLC45A4	Q5BKX6	S45A4_HUMAN	Solute carrier family 45 member 4	SLC45A4 KIAA1126
SLC4A1	P02730	B3AT_HUMAN	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	SLC4A1 AE1 DI EPB3
SLC4A1AP	Q9BWU0	NADAP_HUMAN	Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)	SLC4A1AP HLC3
SLC4A2	P04920	B3A2_HUMAN	Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Non-erythroid band 3-like protein) (BND3L) (Solute carrier family 4 member 2)	SLC4A2 AE2 EPB3L1 HKB3 MPB3L
SLC4A7	Q9Y6M7	S4A7_HUMAN	Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7)	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6
SLC52A2	Q9HAB3	S52A2_HUMAN	Solute carrier family 52, riboflavin transporter, member 2 (Porcine endogenous retrovirus A receptor 1) (PERV-A receptor 1) (Protein GPR172A) (Riboflavin transporter 3) (hRFT3)	SLC52A2 GPR172A PAR1 RFT3
SLC5A3	P53794	SC5A3_HUMAN	Sodium/myo-inositol cotransporter (Na(+)/myo-inositol cotransporter) (Sodium/myo-inositol transporter 1) (SMIT1) (Solute carrier family 5 member 3)	SLC5A3
SLC5A6	Q9Y289	SC5A6_HUMAN	Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (hSMVT) (Solute carrier family 5 member 6)	SLC5A6 SMVT
SLC6A6	P31641	SC6A6_HUMAN	Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)	SLC6A6
SLC7A1	P30825	CTR1_HUMAN	High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)	SLC7A1 ATRC1 ERR REC1L
SLC7A5	Q01650	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	SLC7A5 CD98LC LAT1 MPE16
SLC7A6	Q92536	YLAT2_HUMAN	Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	SLC7A6 KIAA0245
SLC7A6OS	Q96CW6	S7A6O_HUMAN	Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)	SLC7A6OS
SLC9A1	P19634	SL9A1_HUMAN	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1
